hub_id,approved_rank,size_class,mp_id,lhm_location_name,from_stop_id,from_stop_name,from_stop_area_id,to_stop_id,to_stop_name,to_stop_area_id,original_time_s,exclusion_reason,exclusion_scope,evidence
FT_MH_ISARTOR,6,medium,203,Baaderstraße,106066,Isartor,106063,106066,Isartor,106063,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ISARTOR,6,medium,203,Baaderstraße,106065,Isartor,106063,106065,Isartor,106063,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ISARTOR,6,medium,203,Baaderstraße,106064,Isartor,106063,106064,Isartor,106063,300,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108496,Giesing,108495,108496,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108497,Giesing,108495,108497,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108498,Giesing,108495,108498,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108499,Giesing,108495,108499,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108500,Giesing,108495,108500,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108501,Giesing,108495,108501,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108502,Giesing,108495,108502,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108503,Giesing,108495,108503,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108508,Giesing,108495,108508,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108509,Giesing,108495,108509,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108504,Giesing,108495,108504,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108505,Giesing,108495,108505,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108506,Giesing,108495,108506,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GIESING,7,medium,49,Giesinger Bahnhof,108507,Giesing,108495,108507,Giesing,108495,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_SCHEIDPLATZ,8,medium,402,Scheidplatz,107137,Scheidplatz Süd,107135,107137,Scheidplatz Süd,107135,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_SCHEIDPLATZ,8,medium,402,Scheidplatz,107136,Scheidplatz Süd,107135,107136,Scheidplatz Süd,107135,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_SCHEIDPLATZ,8,medium,402,Scheidplatz,107146,Scheidplatz,107140,107146,Scheidplatz,107140,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_SCHEIDPLATZ,8,medium,402,Scheidplatz,107145,Scheidplatz,107140,107145,Scheidplatz,107140,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_SCHEIDPLATZ,8,medium,402,Scheidplatz,107144,Scheidplatz,107140,107144,Scheidplatz,107140,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_SCHEIDPLATZ,8,medium,402,Scheidplatz,107143,Scheidplatz,107140,107143,Scheidplatz,107140,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_SCHEIDPLATZ,8,medium,402,Scheidplatz,107149,Scheidplatz,107140,107149,Scheidplatz,107140,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_SCHEIDPLATZ,8,medium,402,Scheidplatz,107148,Scheidplatz,107140,107148,Scheidplatz,107140,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_SCHEIDPLATZ,8,medium,402,Scheidplatz,107147,Scheidplatz,107140,107147,Scheidplatz,107140,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_SCHEIDPLATZ,8,medium,402,Scheidplatz,107142,Scheidplatz,107140,107142,Scheidplatz,107140,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_SCHEIDPLATZ,8,medium,402,Scheidplatz,107141,Scheidplatz,107140,107141,Scheidplatz,107140,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_SCHEIDPLATZ,8,medium,402,Scheidplatz,107150,Scheidplatz,107140,107150,Scheidplatz,107140,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_HOHENZOLLERNPLATZ,9,small,401,Hohenzollernplatz,106585,Hohenzollernplatz,106583,106585,Hohenzollernplatz,106583,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_HOHENZOLLERNPLATZ,9,small,401,Hohenzollernplatz,106584,Hohenzollernplatz,106583,106584,Hohenzollernplatz,106583,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_HOHENZOLLERNPLATZ,9,small,401,Hohenzollernplatz,106587,Hohenzollernplatz,106583,106587,Hohenzollernplatz,106583,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_HOHENZOLLERNPLATZ,9,small,401,Hohenzollernplatz,106586,Hohenzollernplatz,106583,106586,Hohenzollernplatz,106583,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GRILLPARZERSTRASSE,10,small,510,Grillparzerstraße,106189,Grillparzerstraße,106184,106189,Grillparzerstraße,106184,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GRILLPARZERSTRASSE,10,small,510,Grillparzerstraße,106188,Grillparzerstraße,106184,106188,Grillparzerstraße,106184,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GRILLPARZERSTRASSE,10,small,510,Grillparzerstraße,106187,Grillparzerstraße,106184,106187,Grillparzerstraße,106184,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GRILLPARZERSTRASSE,10,small,510,Grillparzerstraße,106186,Grillparzerstraße,106184,106186,Grillparzerstraße,106184,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GRILLPARZERSTRASSE,10,small,510,Grillparzerstraße,106185,Grillparzerstraße,106184,106185,Grillparzerstraße,106184,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_GRILLPARZERSTRASSE,10,small,510,Grillparzerstraße,106190,Grillparzerstraße,106184,106190,Grillparzerstraße,106184,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ROTKREUZPLATZ,11,small,27,Rotkreuzplatz,106662,Rotkreuzplatz,106659,106662,Rotkreuzplatz,106659,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ROTKREUZPLATZ,11,small,27,Rotkreuzplatz,106661,Rotkreuzplatz,106659,106661,Rotkreuzplatz,106659,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ROTKREUZPLATZ,11,small,27,Rotkreuzplatz,106660,Rotkreuzplatz,106659,106660,Rotkreuzplatz,106659,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ROTKREUZPLATZ,11,small,27,Rotkreuzplatz,106666,Rotkreuzplatz,106659,106666,Rotkreuzplatz,106659,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ROTKREUZPLATZ,11,small,27,Rotkreuzplatz,106665,Rotkreuzplatz,106659,106665,Rotkreuzplatz,106659,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ROTKREUZPLATZ,11,small,27,Rotkreuzplatz,106664,Rotkreuzplatz,106659,106664,Rotkreuzplatz,106659,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ROTKREUZPLATZ,11,small,27,Rotkreuzplatz,106663,Rotkreuzplatz,106659,106663,Rotkreuzplatz,106659,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ROTKREUZPLATZ,11,small,27,Rotkreuzplatz,106667,Rotkreuzplatz,106659,106667,Rotkreuzplatz,106659,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ODEONSPLATZ,12,small,1,Galeriestraße,106321,Odeonsplatz,106319,106321,Odeonsplatz,106319,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ODEONSPLATZ,12,small,1,Galeriestraße,106320,Odeonsplatz,106319,106320,Odeonsplatz,106319,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ODEONSPLATZ,12,small,1,Galeriestraße,106325,Odeonsplatz,106319,106325,Odeonsplatz,106319,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ODEONSPLATZ,12,small,1,Galeriestraße,106324,Odeonsplatz,106319,106324,Odeonsplatz,106319,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ODEONSPLATZ,12,small,1,Galeriestraße,106323,Odeonsplatz,106319,106323,Odeonsplatz,106319,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
FT_MH_ODEONSPLATZ,12,small,1,Galeriestraße,106322,Odeonsplatz,106319,106322,Odeonsplatz,106319,180,self_relation,within approved hub complex,Self-relations are explicitly excluded from the Mobility Hub transfer-time proxy.
